Nama Pennguna,Teks Ulasan,Rating,Waktu Ulasan,casefolding,cleaning,stopword_removal,tokenizing,stemming
Pbun,saya sudah aktif dalam transaksi tapi fitur dana cicil blm ada saya merasa kecewa,5,7/4/2025 1:31,saya sudah aktif dalam transaksi tapi fitur dana cicil blm ada saya merasa kecewa,saya sudah aktif dalam transaksi tapi fitur dana cicil blm ada saya merasa kecewa,aktif transaksi fitur dana cicil blm merasa kecewa,"['aktif', 'transaksi', 'fitur', 'dana', 'cicil', 'blm', 'merasa', 'kecewa']",aktif transaksi fitur dana cicil blm rasa kecewa
oyo sunarya,mudah bertransaksi dan praktis,5,7/4/2025 1:23,mudah bertransaksi dan praktis,mudah bertransaksi dan praktis,mudah bertransaksi praktis,"['mudah', 'bertransaksi', 'praktis']",mudah transaksi praktis
Andri Wicaksana,mudah pemakaian nya..,5,7/4/2025 1:18,mudah pemakaian nya..,mudah pemakaian nya,mudah pemakaian nya,"['mudah', 'pemakaian', 'nya']",mudah pakai nya
Deden Wahyu,kenapa ya saya mau ganti no rekening dana ko lemot banget,1,7/4/2025 1:17,kenapa ya saya mau ganti no rekening dana ko lemot banget,kenapa ya saya mau ganti no rekening dana ko lemot banget,mau ganti no rekening dana ko lemot banget,"['mau', 'ganti', 'no', 'rekening', 'dana', 'ko', 'lemot', 'banget']",mau ganti no rekening dana ko lot banget
Putra Samudra,sangat membantu,5,7/4/2025 1:04,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']",sangat bantu
Rendi Maryadi,mantap semoga limit nya bisa di perbesar lagi,5,7/4/2025 1:03,mantap semoga limit nya bisa di perbesar lagi,mantap semoga limit nya bisa di perbesar lagi,mantap semoga limit nya perbesar,"['mantap', 'semoga', 'limit', 'nya', 'perbesar']",mantap moga limit nya besar
Susanti,please dana kenapa? setelah di update lemot dan kadang susah buat top up,2,7/4/2025 1:03,please dana kenapa? setelah di update lemot dan kadang susah buat top up,please dana kenapa setelah di update lemot dan kadang susah buat top up,please dana update lemot kadang susah buat top up,"['please', 'dana', 'update', 'lemot', 'kadang', 'susah', 'buat', 'top', 'up']",please dana update lot kadang susah buat top up
Febri Yanto,cakep,5,7/4/2025 1:01,cakep,cakep,cakep,['cakep'],cakep
Ahmad fauzi,enak sangat membantu sya,5,7/4/2025 0:58,enak sangat membantu sya,enak sangat membantu sya,enak sangat membantu sya,"['enak', 'sangat', 'membantu', 'sya']",enak sangat bantu sya
Fixie Goat,Pendapat Saya Aplikasi Dana Dompet Digital,5,7/4/2025 0:58,pendapat saya aplikasi dana dompet digital,pendapat saya aplikasi dana dompet digital,pendapat aplikasi dana dompet digital,"['pendapat', 'aplikasi', 'dana', 'dompet', 'digital']",dapat aplikasi dana dompet digital
Valkahoo Saputra,penyimpanan uang yang aman,5,7/4/2025 0:52,penyimpanan uang yang aman,penyimpanan uang yang aman,penyimpanan uang aman,"['penyimpanan', 'uang', 'aman']",simpan uang aman
Ana Kspp,terimakasih atas informasinya...semoga aplikasi dana makin sukses,5,7/4/2025 0:52,terimakasih atas informasinya...semoga aplikasi dana makin sukses,terimakasih atas informasinyasemoga aplikasi dana makin sukses,terimakasih atas informasinyasemoga aplikasi dana makin sukses,"['terimakasih', 'atas', 'informasinyasemoga', 'aplikasi', 'dana', 'makin', 'sukses']",terimakasih atas informasinyasemoga aplikasi dana makin sukses
Arno Jahit,bagus,5,7/4/2025 0:50,bagus,bagus,bagus,['bagus'],bagus
randi asmara,"Menu pindai/scan barcode tidak muncul Udah Satu bulan.update sudah berkali"".cahce sudah di hapus. Diana eror. Terus ngadunya ke siapa?! Sudah bertahun"" pakai Dana ko makin ancur sih?!",1,7/4/2025 0:50,"menu pindai/scan barcode tidak muncul udah satu bulan.update sudah berkali"".cahce sudah di hapus. diana eror. terus ngadunya ke siapa?! sudah bertahun"" pakai dana ko makin ancur sih?!",menu pindaiscan barcode tidak muncul udah satu bulanupdate sudah berkalicahce sudah di hapus diana eror terus ngadunya ke siapa sudah bertahun pakai dana ko makin ancur sih,menu pindaiscan barcode muncul udah satu bulanupdate berkalicahce hapus diana eror terus ngadunya siapa bertahun pakai dana ko makin ancur sih,"['menu', 'pindaiscan', 'barcode', 'muncul', 'udah', 'satu', 'bulanupdate', 'berkalicahce', 'hapus', 'diana', 'eror', 'terus', 'ngadunya', 'siapa', 'bertahun', 'pakai', 'dana', 'ko', 'makin', 'ancur', 'sih']",menu pindaiscan barcode muncul udah satu bulanupdate berkalicahce hapus ana eror terus ngadunya siapa tahun pakai dana ko makin ancur sih
Tiara Ayu Ningsih,"transaksi paling kecil 4jtaan paling besar belasan juta ,akun sudah premium ,dana cicil blum muncul muncul sampe sekarang dari 40h yang lalu sudah minta munculin ,tapi sampai sekarang ngak ada",5,7/4/2025 0:49,"transaksi paling kecil 4jtaan paling besar belasan juta ,akun sudah premium ,dana cicil blum muncul muncul sampe sekarang dari 40h yang lalu sudah minta munculin ,tapi sampai sekarang ngak ada",transaksi paling kecil jtaan paling besar belasan juta akun sudah premium dana cicil blum muncul muncul sampe sekarang dari h yang lalu sudah minta munculin tapi sampai sekarang ngak ada,transaksi paling kecil jtaan paling besar belasan juta akun premium dana cicil blum muncul muncul sampe sekarang h lalu minta munculin sekarang ngak,"['transaksi', 'paling', 'kecil', 'jtaan', 'paling', 'besar', 'belasan', 'juta', 'akun', 'premium', 'dana', 'cicil', 'blum', 'muncul', 'muncul', 'sampe', 'sekarang', 'h', 'lalu', 'minta', 'munculin', 'sekarang', 'ngak']",transaksi paling kecil jtaan paling besar bas juta akun premium dana cicil blum muncul muncul sampe sekarang h lalu minta munculin sekarang ngak
Maqsum _,sudah dua kali saldo saya hilang sendiri tanpa adanya transaksi.saya sangat kecewa pihak dana tidak bisa mengembalikan saldo saya,1,7/4/2025 0:46,sudah dua kali saldo saya hilang sendiri tanpa adanya transaksi.saya sangat kecewa pihak dana tidak bisa mengembalikan saldo saya,sudah dua kali saldo saya hilang sendiri tanpa adanya transaksisaya sangat kecewa pihak dana tidak bisa mengembalikan saldo saya,kali saldo hilang sendiri adanya transaksisaya sangat kecewa pihak dana mengembalikan saldo,"['kali', 'saldo', 'hilang', 'sendiri', 'adanya', 'transaksisaya', 'sangat', 'kecewa', 'pihak', 'dana', 'mengembalikan', 'saldo']",kali saldo hilang sendiri ada transaksisaya sangat kecewa pihak dana kembali saldo
Sutriah,semenjak update tidak jelas uang saya ada di dana tapi ga bisa di buka gara gara no hp nya ilang dana tidak jelas semenjak update,1,7/4/2025 0:44,semenjak update tidak jelas uang saya ada di dana tapi ga bisa di buka gara gara no hp nya ilang dana tidak jelas semenjak update,semenjak update tidak jelas uang saya ada di dana tapi ga bisa di buka gara gara no hp nya ilang dana tidak jelas semenjak update,semenjak update jelas uang dana ga buka gara gara no hp nya ilang dana jelas semenjak update,"['semenjak', 'update', 'jelas', 'uang', 'dana', 'ga', 'buka', 'gara', 'gara', 'no', 'hp', 'nya', 'ilang', 'dana', 'jelas', 'semenjak', 'update']",semenjak update jelas uang dana ga buka gara gara no hp nya ilang dana jelas semenjak update
Irfan M16,"kenapa saya tidak ada fitur dana cicilan, udah berapa kali saya apgret ke versi terbaru masih aja di ada fitur dana cicilan",5,7/4/2025 0:43,"kenapa saya tidak ada fitur dana cicilan, udah berapa kali saya apgret ke versi terbaru masih aja di ada fitur dana cicilan",kenapa saya tidak ada fitur dana cicilan udah berapa kali saya apgret ke versi terbaru masih aja di ada fitur dana cicilan,fitur dana cicilan udah berapa kali apgret versi terbaru aja fitur dana cicilan,"['fitur', 'dana', 'cicilan', 'udah', 'berapa', 'kali', 'apgret', 'versi', 'terbaru', 'aja', 'fitur', 'dana', 'cicilan']",fitur dana cicil udah berapa kali apgret versi baru aja fitur dana cicil
Nazwa Azura,"apk sangat bagus,mempermudah proses pembayaran",5,7/4/2025 0:41,"apk sangat bagus,mempermudah proses pembayaran",apk sangat bagusmempermudah proses pembayaran,apk sangat bagusmempermudah proses pembayaran,"['apk', 'sangat', 'bagusmempermudah', 'proses', 'pembayaran']",apk sangat bagusmempermudah proses bayar
Yuza Zafa,bagus,5,7/4/2025 0:41,bagus,bagus,bagus,['bagus'],bagus
ali Ngafwan,Bantu upgred dong min,5,7/4/2025 0:40,bantu upgred dong min,bantu upgred dong min,bantu upgred dong min,"['bantu', 'upgred', 'dong', 'min']",bantu upgred dong min
Sakila Lutfia,dana ini tidak bisa di buka,5,7/4/2025 0:39,dana ini tidak bisa di buka,dana ini tidak bisa di buka,dana buka,"['dana', 'buka']",dana buka
Ade Lestari,semua serba mudah melalui aplikasi dana,5,7/4/2025 0:39,semua serba mudah melalui aplikasi dana,semua serba mudah melalui aplikasi dana,semua serba mudah melalui aplikasi dana,"['semua', 'serba', 'mudah', 'melalui', 'aplikasi', 'dana']",semua serba mudah lalu aplikasi dana
yogi frastian,"kenapa dana saya tidak bisa premium, tolong bagi yang bisa kasi solusi? padahal KTP belum pernah di daftar, no hp belum pernah terdaftar, tapi tetap tidak bisa premium",1,7/4/2025 0:39,"kenapa dana saya tidak bisa premium, tolong bagi yang bisa kasi solusi? padahal ktp belum pernah di daftar, no hp belum pernah terdaftar, tapi tetap tidak bisa premium",kenapa dana saya tidak bisa premium tolong bagi yang bisa kasi solusi padahal ktp belum pernah di daftar no hp belum pernah terdaftar tapi tetap tidak bisa premium,dana premium kasi solusi padahal ktp pernah daftar no hp pernah terdaftar tetap premium,"['dana', 'premium', 'kasi', 'solusi', 'padahal', 'ktp', 'pernah', 'daftar', 'no', 'hp', 'pernah', 'terdaftar', 'tetap', 'premium']",dana premium kasi solusi padahal ktp pernah daftar no hp pernah daftar tetap premium
riska aprima,utamakan amanah dan bertanggung jawab,5,7/4/2025 0:37,utamakan amanah dan bertanggung jawab,utamakan amanah dan bertanggung jawab,utamakan amanah bertanggung jawab,"['utamakan', 'amanah', 'bertanggung', 'jawab']",utama amanah tanggung jawab
ras game,"bisakah login dana tanpa perifikasi wajah, soal nya yang punya akun dana sudah meninggal, ingin login dana susah karna perifikasi wajah seseorang udah tidak ada.apa masih bisa login",1,7/4/2025 0:36,"bisakah login dana tanpa perifikasi wajah, soal nya yang punya akun dana sudah meninggal, ingin login dana susah karna perifikasi wajah seseorang udah tidak ada.apa masih bisa login",bisakah login dana tanpa perifikasi wajah soal nya yang punya akun dana sudah meninggal ingin login dana susah karna perifikasi wajah seseorang udah tidak adaapa masih bisa login,bisakah login dana perifikasi wajah soal nya punya akun dana meninggal login dana susah karna perifikasi wajah seseorang udah adaapa login,"['bisakah', 'login', 'dana', 'perifikasi', 'wajah', 'soal', 'nya', 'punya', 'akun', 'dana', 'meninggal', 'login', 'dana', 'susah', 'karna', 'perifikasi', 'wajah', 'seseorang', 'udah', 'adaapa', 'login']",bisa login dana perifikasi wajah soal nya punya akun dana tinggal login dana susah karna perifikasi wajah orang udah adaapa login
Muhammad Rizal,akun saya di bekukan 1 hari terus saya sudab melewati 1 hari tapi kenapa masih si bekukan,1,7/4/2025 0:35,akun saya di bekukan 1 hari terus saya sudab melewati 1 hari tapi kenapa masih si bekukan,akun saya di bekukan hari terus saya sudab melewati hari tapi kenapa masih si bekukan,akun bekukan hari terus sudab melewati hari si bekukan,"['akun', 'bekukan', 'hari', 'terus', 'sudab', 'melewati', 'hari', 'si', 'bekukan']",akun beku hari terus sudab lewat hari si beku
Faeeza Ar Rasya Pratama,bagus sekali dan bermanfaat,5,7/4/2025 0:35,bagus sekali dan bermanfaat,bagus sekali dan bermanfaat,bagus sekali bermanfaat,"['bagus', 'sekali', 'bermanfaat']",bagus sekali manfaat
Ary Adi,mantul,5,7/4/2025 0:34,mantul,mantul,mantul,['mantul'],mantul
Anjar Virgiansyah,"Pengajuan dana cicil TIDAK DI TANGGAPI DENGAN BAIK! Persyaratan sudah sesuai, Transaksi sudah Tahunan, dana juga sudah premium, sudah pangajuan hampir 1bulan tapi tidak ada responsif yg baik!",1,7/4/2025 0:33,"pengajuan dana cicil tidak di tanggapi dengan baik! persyaratan sudah sesuai, transaksi sudah tahunan, dana juga sudah premium, sudah pangajuan hampir 1bulan tapi tidak ada responsif yg baik!",pengajuan dana cicil tidak di tanggapi dengan baik persyaratan sudah sesuai transaksi sudah tahunan dana juga sudah premium sudah pangajuan hampir bulan tapi tidak ada responsif yg baik,pengajuan dana cicil tanggapi baik persyaratan sesuai transaksi tahunan dana premium pangajuan hampir bulan responsif yg baik,"['pengajuan', 'dana', 'cicil', 'tanggapi', 'baik', 'persyaratan', 'sesuai', 'transaksi', 'tahunan', 'dana', 'premium', 'pangajuan', 'hampir', 'bulan', 'responsif', 'yg', 'baik']",aju dana cicil tanggap baik syarat sesuai transaksi tahun dana premium pangajuan hampir bulan responsif yg baik
Lingga Maulana Malik Ibrahim,tolong dong perbaiki lagi masa saya mau ganti nomer dana udah scan wajah ehh malah gak ada menu apapun. udah beberapa kali dicoba masih aja gak muncul,2,7/4/2025 0:33,tolong dong perbaiki lagi masa saya mau ganti nomer dana udah scan wajah ehh malah gak ada menu apapun. udah beberapa kali dicoba masih aja gak muncul,tolong dong perbaiki lagi masa saya mau ganti nomer dana udah scan wajah ehh malah gak ada menu apapun udah beberapa kali dicoba masih aja gak muncul,dong perbaiki masa mau ganti nomer dana udah scan wajah ehh malah gak menu apapun udah beberapa kali dicoba aja gak muncul,"['dong', 'perbaiki', 'masa', 'mau', 'ganti', 'nomer', 'dana', 'udah', 'scan', 'wajah', 'ehh', 'malah', 'gak', 'menu', 'apapun', 'udah', 'beberapa', 'kali', 'dicoba', 'aja', 'gak', 'muncul']",dong baik masa mau ganti nomer dana udah scan wajah ehh malah gak menu apa udah beberapa kali coba aja gak muncul
Mas. Badri,dana cicil saya tdk ada di menu,5,7/4/2025 0:28,dana cicil saya tdk ada di menu,dana cicil saya tdk ada di menu,dana cicil tdk menu,"['dana', 'cicil', 'tdk', 'menu']",dana cicil tdk menu
Hadirun Dirun,"hati hati bgi pengguna aplikasi ini sy transfer dari gopay ke dana dari kmarin sampai skarang blum masuk masuk,",1,7/4/2025 0:24,"hati hati bgi pengguna aplikasi ini sy transfer dari gopay ke dana dari kmarin sampai skarang blum masuk masuk,",hati hati bgi pengguna aplikasi ini sy transfer dari gopay ke dana dari kmarin sampai skarang blum masuk masuk,hati hati bgi pengguna aplikasi sy transfer gopay dana kmarin skarang blum masuk masuk,"['hati', 'hati', 'bgi', 'pengguna', 'aplikasi', 'sy', 'transfer', 'gopay', 'dana', 'kmarin', 'skarang', 'blum', 'masuk', 'masuk']",hati hati bgi guna aplikasi sy transfer gopay dana kmarin skarang blum masuk masuk
Farid Junaidi,tolong aktifkan dana instan di akun premium dana saya,5,7/4/2025 0:23,tolong aktifkan dana instan di akun premium dana saya,tolong aktifkan dana instan di akun premium dana saya,aktifkan dana instan akun premium dana,"['aktifkan', 'dana', 'instan', 'akun', 'premium', 'dana']",aktif dana instan akun premium dana
Arjuna Setiawan,terbaik,5,7/4/2025 0:21,terbaik,terbaik,terbaik,['terbaik'],baik
Khaina Zuhran,kenapa aplikasi tidak berfungsi normal ya? tolong bantu untuk perbaikan,1,7/4/2025 0:20,kenapa aplikasi tidak berfungsi normal ya? tolong bantu untuk perbaikan,kenapa aplikasi tidak berfungsi normal ya tolong bantu untuk perbaikan,aplikasi berfungsi normal bantu perbaikan,"['aplikasi', 'berfungsi', 'normal', 'bantu', 'perbaikan']",aplikasi fungsi normal bantu baik
Sudi Manru,ini aplikasi cocok nya di hapus aja ngk berguna live chat SMA sekali ngk berguna. permasalah tidak kelar2 tolong ini OJK di cek dlu ini aplikasi dana,1,7/4/2025 0:17,ini aplikasi cocok nya di hapus aja ngk berguna live chat sma sekali ngk berguna. permasalah tidak kelar2 tolong ini ojk di cek dlu ini aplikasi dana,ini aplikasi cocok nya di hapus aja ngk berguna live chat sma sekali ngk berguna permasalah tidak kelar tolong ini ojk di cek dlu ini aplikasi dana,aplikasi cocok nya hapus aja ngk berguna live chat sma sekali ngk berguna permasalah kelar ojk cek dlu aplikasi dana,"['aplikasi', 'cocok', 'nya', 'hapus', 'aja', 'ngk', 'berguna', 'live', 'chat', 'sma', 'sekali', 'ngk', 'berguna', 'permasalah', 'kelar', 'ojk', 'cek', 'dlu', 'aplikasi', 'dana']",aplikasi cocok nya hapus aja ngk guna live chat sma sekali ngk guna masa kelar ojk cek dlu aplikasi dana
Junita Nita,"gw kasih bintang 1 aje deh ga jadi bintang 5 karna aplikasi dana terlihat pilih kasih, ga di semua akun di munculkan fitur dana cicil padahal udah 5 tahun pakai aplikasi dana, akun sudah premium transaksi sudah puluhan juta di suruh chat Diana udah dilakukan mau alasan apa lg",1,7/4/2025 0:17,"gw kasih bintang 1 aje deh ga jadi bintang 5 karna aplikasi dana terlihat pilih kasih, ga di semua akun di munculkan fitur dana cicil padahal udah 5 tahun pakai aplikasi dana, akun sudah premium transaksi sudah puluhan juta di suruh chat diana udah dilakukan mau alasan apa lg",gw kasih bintang aje deh ga jadi bintang karna aplikasi dana terlihat pilih kasih ga di semua akun di munculkan fitur dana cicil padahal udah tahun pakai aplikasi dana akun sudah premium transaksi sudah puluhan juta di suruh chat diana udah dilakukan mau alasan apa lg,gw kasih bintang aje deh ga jadi bintang karna aplikasi dana terlihat pilih kasih ga semua akun munculkan fitur dana cicil padahal udah tahun pakai aplikasi dana akun premium transaksi puluhan juta suruh chat diana udah dilakukan mau alasan apa lg,"['gw', 'kasih', 'bintang', 'aje', 'deh', 'ga', 'jadi', 'bintang', 'karna', 'aplikasi', 'dana', 'terlihat', 'pilih', 'kasih', 'ga', 'semua', 'akun', 'munculkan', 'fitur', 'dana', 'cicil', 'padahal', 'udah', 'tahun', 'pakai', 'aplikasi', 'dana', 'akun', 'premium', 'transaksi', 'puluhan', 'juta', 'suruh', 'chat', 'diana', 'udah', 'dilakukan', 'mau', 'alasan', 'apa', 'lg']",gw kasih bintang aje deh ga jadi bintang karna aplikasi dana lihat pilih kasih ga semua akun muncul fitur dana cicil padahal udah tahun pakai aplikasi dana akun premium transaksi puluh juta suruh chat ana udah laku mau alas apa lg
Sultan Net,senang rasanya ada aplikasi dompet digital seperti ini sangat membantu sekali,5,7/4/2025 0:17,senang rasanya ada aplikasi dompet digital seperti ini sangat membantu sekali,senang rasanya ada aplikasi dompet digital seperti ini sangat membantu sekali,senang rasanya aplikasi dompet digital sangat membantu sekali,"['senang', 'rasanya', 'aplikasi', 'dompet', 'digital', 'sangat', 'membantu', 'sekali']",senang rasa aplikasi dompet digital sangat bantu sekali
